timestamp, bead_x, bead_y, bead_z
2.859375,-0.001573,-0.039843,0.102576 
2.859375,-0.001760,-0.039714,0.106903 
2.859375,-0.001444,-0.040323,0.117641 
2.875000,-0.001409,-0.038162,0.129990 
2.875000,-0.001738,-0.039150,0.139166 
2.875000,-0.001380,-0.040853,0.141411 
2.890625,-0.001266,-0.037006,0.137171 
2.890625,-0.001536,-0.031397,0.128438 
2.890625,-0.000955,-0.023962,0.117623 
2.890625,-0.000264,-0.009875,0.108145 
2.906250,-0.000367,0.005951,0.102227 
2.906250,0.000150,0.017679,0.101037 
2.906250,0.000761,0.029443,0.103644 
2.906250,0.000603,0.038792,0.109494 
2.921875,0.000952,0.041101,0.117051 
2.921875,0.001064,0.039939,0.125226 
2.921875,0.000535,0.037380,0.132592 
2.921875,0.000618,0.028398,0.138199 
2.937500,0.000303,0.015216,0.140531 
2.937500,-0.000382,0.002480,0.138179 
2.937500,-0.000641,-0.012783,0.131770 
2.953125,-0.001096,-0.026026,0.122005 
2.953125,-0.001589,-0.034416,0.112159 
2.953125,-0.001450,-0.039157,0.104804 
2.953125,-0.001657,-0.039896,0.102589 
2.968750,-0.001814,-0.039735,0.106893 
2.968750,-0.001349,-0.040134,0.117593 
2.968750,-0.001475,-0.038228,0.129947 
2.968750,-0.001784,-0.039259,0.139135 
2.984375,-0.001317,-0.040720,0.141393 
2.984375,-0.001328,-0.036989,0.137179 
2.984375,-0.001615,-0.031614,0.128480 
2.984375,-0.000931,-0.024005,0.117656 
3.000000,-0.000352,-0.009807,0.108185 
3.000000,-0.000504,0.005764,0.102267 
3.000000,0.000218,0.017579,0.101026 
3.015625,0.000712,0.029511,0.103557 
3.015625,0.000625,0.038702,0.109415 
3.015625,0.001012,0.041047,0.116986 
3.015625,0.000967,0.040028,0.125173 
3.031250,0.000614,0.037349,0.132578 
3.031250,0.000703,0.028316,0.138204 
3.031250,0.000261,0.015365,0.140536 
3.031250,-0.000319,0.002571,0.138168 
3.046875,-0.000607,-0.012524,0.131389 
3.046875,-0.001172,-0.025859,0.122063 
